,Name,FC,logFC,logCPM,P-Value,FDR,SCLC,NSCLC
19237,BARX2,-2.602572886,-1.379938567,4.556342204,3.59047e-05,0.002423626,0,0
19238,LINC01208,-2.042929614,-1.030639499,0.544534342,0.000654837,0.015622876,0,0
19239,PAEP,-8.829450402,-3.142323639,4.43447208,1.8544e-06,0.000291081,0,0
19240,LOC107984895,-2.276641521,-1.186907143,-1.196602512,2.45608e-05,0.001869411,0,0
19241,LINC01166,-2.277562092,-1.187490386,-0.432010243,0.002407376,0.033841297,0,0
19242,RGS7,-2.168636258,-1.116788092,4.776952173,0.002547662,0.035219628,0,0
19243,GREP1,-2.415833103,-1.27252079,-0.659861895,0.000372021,0.010820329,0,0
19244,SOX11,-4.272809149,-2.095184878,0.913393052,3.54184e-08,1.19124e-05,0,0
19245,HOXB9,-7.147375935,-2.837413673,2.188867493,2.58719e-06,0.000365497,0,0
19246,HOXB3,-2.596373915,-1.376498167,4.185190399,9.57747e-08,2.63088e-05,0,0
19247,HOXB8,-11.12968427,-3.476340762,0.948667026,7.96752e-10,4.50233e-07,0,0
19248,LOC442497,-2.803953191,-1.487462265,2.209375328,8.653e-06,0.000891349,0,0
19249,HOXC4,-2.276060797,-1.186539095,2.166239816,0.000522369,0.013522802,0,0
19250,LINC02430,-2.453696219,-1.294956646,-1.858917047,0.002650084,0.036022935,0,0
19251,LINC02444,-2.860204879,-1.516118492,1.524342251,0.001618019,0.026415194,0,0
19252,LINC02421,-4.772300754,-2.254684966,2.492399579,0.0,0.0,0,0
19253,LINC02355,-2.110887705,-1.077849832,1.108129777,0.000793259,0.017504815,0,0
19254,TDRD9,-2.371621579,-1.245873829,3.548346756,0.000524654,0.013564193,0,0
19255,LOC107984709,-3.34920344,-1.743818012,-0.599573787,1.47396e-07,3.78597e-05,0,0
19256,OPRK1,-3.06164505,-1.614307034,0.843089899,0.000700405,0.016239875,0,0
19257,DPYSL5,-3.002504456,-1.586166387,-0.19329351,0.004484894,0.048391834,0,0
19258,MIR196A2,-4.090130257,-2.032146789,-0.52126787,0.000561202,0.014094553,0,0
19259,GRIA2,-2.159076148,-1.110414126,1.635354993,0.004721685,0.049567671,0,0
19260,GRIA4,-3.21877458,-1.686511544,5.787601444,0.000190367,0.0069853,0,0
19261,LOC100422026,-21.74105628,-4.44235013,-1.81973958,9.36991e-08,2.61011e-05,0,0
19262,C16orf89,-2.422168992,-1.276299524,6.064949743,0.000122717,0.005389666,0,0
19263,GRIK2,-2.044994976,-1.032097299,6.536513143,0.002188764,0.032066202,0,0
19264,TOX3,-2.517068573,-1.331744521,6.954411497,0.000101135,0.004808272,0,0
19265,CYP8B1,-2.893171115,-1.532651653,-0.143581763,3.64785e-05,0.002453986,0,0
19266,CNTN6,-2.302696962,-1.203324563,4.940595521,0.000102276,0.004846563,0,0
19267,HNRNPA1P22,-3.548562598,-1.827234756,-1.236836271,1.51665e-05,0.001361475,0,0
19268,TPH2,-3.175423846,-1.666949171,-0.295470958,2.55905e-05,0.001931786,0,0
19269,TPH1,-3.741994333,-1.903807374,2.775384215,1.1988e-07,3.16133e-05,0,0
19270,ADCY1,-2.279454056,-1.188688331,3.564304522,3.54676e-07,7.79421e-05,0,1.0
19271,MARCHF11,-9.535820689,-3.253357108,1.418920982,2.42634e-06,0.000350279,0,0
19272,LOC107984998,-2.011452477,-1.008237653,3.161446597,0.00467612,0.049282214,0,0
19273,PADI4,-3.744414352,-1.90474009,-1.894453846,0.000564975,0.01412653,0,0
19274,LOC101929411,-4.246063946,-2.086126099,-2.33881867,0.001831882,0.028686427,0,0
19275,ASS1P8,-2.345366603,-1.229813447,-1.86965429,0.001624228,0.026427256,0,0
19276,OR10J5,-3.226898296,-1.690148108,-1.877114328,0.001560551,0.02591485,0,0
19277,LOC101930420,-2.633438802,-1.396947934,-1.606237718,0.000978922,0.019736101,0,0
19278,LOC101928166,-3.259273653,-1.704550488,4.540617676,3.6394e-06,0.000463522,0,0
19279,RPS15AP4,-2.645425986,-1.403500054,-1.492580162,0.001031041,0.020321218,0,0
19280,LINC02038,-2.300104288,-1.201699275,2.50579653,0.000804566,0.017573487,0,0
19281,LINC02058,-3.726470245,-1.89780974,0.79514626,1.51524e-05,0.001361475,0,0
19282,LOC646588,-2.398750301,-1.262282988,4.577853306,8.47497e-05,0.004325637,0,0
19283,LOC105377008,-2.554055935,-1.352790121,2.397374373,0.000825987,0.017893072,0,0
19284,ZNF385B,-2.283748178,-1.191403578,8.958290454,0.001677489,0.026929683,0,0
19285,MIR485,-4.124985461,-2.044389035,-1.654275155,1.51234e-05,0.001361475,0,0
19286,OC90,-34.62391162,-5.113696816,1.22285479,0.0,0.0,0,0
19287,LINC02098,-4.793218949,-2.260994842,1.257299881,0.001055667,0.02049626,0,0
19288,MS4A15,-2.297971709,-1.200361036,3.700815052,0.00248339,0.034637864,0,0
19289,MARCOL,-6.073029215,-2.602416309,-0.292659899,1.20745e-09,6.12333e-07,0,0
19290,GOLGA2P11,-3.35899361,-1.748029051,1.59699601,3.1478e-07,7.07468e-05,0,0
19291,GOLGA2P10,-2.397050383,-1.261260233,2.702059551,4.02628e-08,1.30544e-05,0,0
19292,LOC101929555,-2.640930468,-1.401046318,4.199797364,3.41765e-08,1.18586e-05,0,0
19293,INSL4,-5.03742931,-2.332687688,0.515893619,0.002646919,0.036004658,0,0
19294,CA10,-3.107972851,-1.635973902,4.715940757,0.000187451,0.006977211,0,0
19295,LOC105379720,-2.297670107,-1.200171675,0.061874975,7.95343e-05,0.004161452,0,0
19296,LOC105378418,-2.161937834,-1.112325039,1.776579549,0.001400698,0.024365001,0,0
19297,MIR377,-2.886226342,-1.529184443,-0.670808477,0.000241612,0.00829752,0,0
19298,MIR382,-2.487465181,-1.314676331,-2.090737102,0.004151791,0.046410876,0,0
19299,PGA4,-10.96301954,-3.454573309,-2.238595492,9.62596e-05,0.004654821,0,0
19300,LOC105379048,-3.227288757,-1.690322667,3.827542813,0.000228615,0.00797451,0,0
19301,LOC105379064,-3.407782455,-1.76883324,4.775403956,0.003949051,0.045042866,0,0
19302,LOC105369687,-2.823574258,-1.497522573,-0.884915215,0.002072989,0.031083832,0,0
19303,LOC101060400,-4.506094779,-2.171877659,1.492392652,5.27502e-05,0.003121102,0,0
19304,RMST,-2.7108459,-1.438743104,4.54870181,0.000130189,0.005609747,0,0
19305,LOC105369645,-3.346387636,-1.742604573,-1.574641153,0.000198781,0.007187369,0,0
19306,TBC1D30,-2.083712367,-1.059156144,5.915422027,9.26311e-08,2.61011e-05,0,0
19307,UGT1A8,-8.547625402,-3.095523684,1.164844028,1.60446e-09,7.73976e-07,0,0
19308,LOC105379102,-2.512329265,-1.329025555,5.274247681,2.39806e-05,0.001857964,0,0
19309,PIGR,-2.349469299,-1.232334916,9.716605633,0.001764011,0.027904075,0,0
19310,LOC105369895,-7.625709779,-2.930871626,-0.719137425,0.000243393,0.008328425,0,0
19311,ST8SIA3,-18.2166281,-4.187184036,-0.521618062,9.05438e-08,2.59533e-05,0,0
19312,LOC105370850,-4.961744505,-2.310847448,2.556810184,0.0,1.68612e-08,0,0
19313,SLC1A7,-2.199908993,-1.137443843,3.43384996,0.00287103,0.037830264,0,0
19314,LOC105369839,-2.964532237,-1.567804485,0.589555283,0.004280945,0.047064224,0,0
19315,STMN2,-6.930547027,-2.792969228,0.685580331,0.0,2.59615e-10,0,0
19316,DGKB,-2.759357552,-1.46433241,3.419389643,1.96407e-05,0.001677865,0,0
19317,ALB,-6.965387696,-2.800203656,2.442636278,2.36674e-07,5.50699e-05,0,0
19318,LOC112267962,-5.498040672,-2.458917579,2.416163677,0.0,4.12399e-09,0,0
19319,ARC,-2.346328874,-1.230405243,0.12379307,0.001158252,0.021773672,0,0
19320,LOC105378029,-10.24698607,-3.357127729,3.662265736,0.0,0.0,0,0
19321,LOC105370936,-2.080243482,-1.056752399,-1.319776811,8.72507e-05,0.004335792,0,0
19322,SLC2A2,-12.16354079,-3.604491351,3.237969274,0.0,4.46328e-10,0,0
19323,MYBPC1,12.8638463,3.685250169,3.188983575,1.06955e-06,0.000189969,0,0
19324,KCNA6,2.073860317,1.052318726,0.196460474,0.000257012,0.008415879,0,0
19325,ADAM23,3.111125841,1.637436751,5.9906283,0.001147341,0.021694175,0,0
19326,KCNF1,3.651123982,1.868340659,-0.503958237,0.002609467,0.035673279,0,0
19327,TNFRSF9,2.272219715,1.184102345,3.228569956,6.69217e-06,0.000743582,0,0
19328,PIWIL2,2.191150154,1.131688352,1.63560785,0.000659666,0.015719118,0,0
19329,BCAR4,6.902064287,2.787027911,-0.789990914,0.000130658,0.005617709,0,0
19330,SLC10A2,18.24701728,4.18958875,0.263219609,3.13662e-05,0.002176705,0,0
19331,SPDYC,4.631794395,2.211571213,-0.655264472,0.001157639,0.021773672,0,0
19332,LOC105376387,2.307224931,1.206158659,2.85485054,0.000149566,0.006071754,0,0
19333,KCNU1,5.609592122,2.487895875,1.064986508,0.000605345,0.014853867,0,0
19334,LOC391562,3.145920579,1.653482249,-1.661048165,0.003212767,0.040280265,0,0
19335,LOC105378963,2.538133648,1.343768038,1.719452632,8.56075e-05,0.004325637,0,0
19336,TBX21,2.00837621,1.006029541,1.556251242,0.000527064,0.013590966,0,0
19337,LOC105377858,3.159282021,1.659596729,1.50847953,9.71068e-05,0.004672939,0,0
19338,LOC439933,2.156383816,1.108613987,0.440526235,0.000104658,0.004905024,0,0
19339,MTNR1B,3.09169088,1.62839608,0.431853779,0.001878238,0.02911269,0,0
19340,APOA1,14.44895727,3.852893477,-1.114135574,0.000297018,0.009251061,0,0
19341,APOA4,17.64526335,4.141209057,-0.363579587,0.004296571,0.047157375,0,0
19342,OSBPL9P2,9.917300499,3.309947471,-1.677182678,0.002005138,0.03029612,0,0
19343,OSBPL9P3,27.25289738,4.768337712,1.344092001,1.92741e-05,0.001657406,0,0
19344,FAM41C,8.020235072,3.003644523,0.020746852,0.000237825,0.008194598,0,0
19345,QPCT,2.172363105,1.119265266,3.620426597,0.000673188,0.015869266,0,0
19346,GSTA1,3.748377215,1.906266145,4.817865489,0.000427229,0.011839197,0,0
19347,LOC105375133,5.391582141,2.430708689,-1.260441299,0.001069442,0.020696112,0,0
19348,LOC105376475,2.970049923,1.570487181,-2.099527026,0.001666207,0.026857569,0,0
19349,DCC,2.558725954,1.355425639,6.589178485,0.000126975,0.005519358,1.0,0
19350,LOC105377742,3.96647771,1.987858442,-0.810320748,0.000570803,0.014254229,0,0
19351,PES1P1,10.05501401,3.329843187,-1.67744674,0.001585518,0.026112519,0,0
19352,F7,2.966090333,1.568562536,-0.465405696,0.000474163,0.012604828,0,0
19353,LOC105377923,2.318784069,1.213368479,3.386911799,0.001268963,0.02303822,0,0
19354,LOC105377921,2.215900409,1.147893043,1.743741793,0.000176406,0.006709545,0,0
19355,LAG3,2.171351938,1.11859358,1.653200052,0.000185183,0.006923531,0,0
19356,MDGA2,3.951083451,1.982248318,3.444819088,0.000157444,0.006252884,0,0
19357,VWA5B1,2.973239527,1.572035693,1.639717667,0.002097205,0.031297773,0,0
19358,CHAT,6.38641303,2.67500586,0.496664605,0.000958608,0.019485465,0,0
19359,PHOX2B,30.49913869,4.930696596,0.091000124,0.000424608,0.011839197,0,0
19360,DKK4,2.535152024,1.342072263,-0.541040496,0.001290909,0.023223334,1.0,0
19361,CPEB1,2.248828158,1.169173423,-0.758062954,0.001816865,0.028496395,0,0
19362,PNOC,2.114246063,1.080143292,1.726882262,0.003122448,0.039637849,0,0
19363,CYP1A1,8.744250858,3.12833479,-0.203591246,0.001144531,0.021682495,0,0
19364,MEI4,2.949668487,1.560552819,1.787663815,0.000249819,0.008346772,0,0
19365,EN1,7.476455106,2.902354391,-0.758741148,0.001144288,0.021682495,1.0,0
19366,GPR149,4.0315601,2.011338229,1.068239382,0.00012799,0.005539154,0,0
19367,STRA8,4.140774543,2.049900653,1.52187607,0.001572498,0.026041586,0,0
19368,LOC102723596,5.187170478,2.374947785,0.227198397,0.000156715,0.006249015,0,0
19369,TDRD15,3.865360934,1.950603134,1.098808599,2.87887e-05,0.002060015,0,0
19370,PAX6-AS1,11.02156549,3.462257252,-0.372131244,0.000427935,0.011839197,0,0
19371,RNVU1-18,8.48900541,3.085595534,4.071319652,1.07465e-09,5.90401e-07,0,0
19372,LOC105374039,7.744820477,2.953231798,3.135427808,1.04472e-07,2.79222e-05,0,0
19373,LOC105374060,8.849987053,3.145675345,2.915041039,2.96427e-08,1.04692e-05,0,0
19374,DLG5,4.444830828,2.15212851,-1.103798183,0.00185754,0.028950691,0,0
19375,FGA,6.479254713,2.695827874,6.654875149,0.001931469,0.029567019,1.0,0
19376,FGG,5.072384742,2.342664179,7.255138352,0.0008712,0.018448173,1.0,0
19377,RGS20,2.049074897,1.034972718,3.886740672,0.000149905,0.006071754,0,0
19378,LOC105374020,2.707774147,1.43710741,4.005882401,0.000943214,0.019320855,0,0
19379,LOC105374019,2.331780976,1.221432283,2.740497742,0.003505589,0.042138181,0,0
19380,FST,2.505432105,1.325059443,3.065012981,0.003234426,0.040359922,0,0
19381,RNU5E-1,2.759632807,1.464476316,3.658594018,0.000188444,0.006977211,0,0
19382,CFHR1,3.208410393,1.681858691,-1.413413826,0.001864542,0.029036937,0,0
19383,HHIPL2,3.68561471,1.881905261,3.096616858,4.6691e-05,0.002950334,0,0
19384,UCHL1-DT,2.074422514,1.052709769,-0.833359137,0.003620597,0.042827849,0,0
19385,LOC105378507,10.76141026,3.427795248,-1.765454187,0.000551753,0.014001153,0,0
19386,LOC100652840,2.196681095,1.135325441,0.00391513,9.60812e-05,0.004654821,0,0
19387,GPNMB,2.044251901,1.031572982,8.573596316,0.000445055,0.012025005,0,0
19388,EPYC,3.557960444,1.831050472,0.773803701,0.000292622,0.009142949,0,0
19389,IGHG3,3.052856595,1.610159822,6.380777389,0.00098379,0.019782626,0,0
19390,PANCR,4.561783668,2.189598032,-0.062316981,0.002957683,0.038526043,0,0
19391,TRGV8,2.229607474,1.156789744,-1.239246507,0.000409158,0.01157701,0,0
19392,IGHV4-59,7.301394719,2.868172075,0.432389223,2.97479e-06,0.000394332,0,0
19393,IGHV4-39,5.150940408,2.364835849,-1.401913573,0.000429101,0.011843025,0,0
19394,TWIST1,2.299761139,1.201484026,0.97524224,0.002720209,0.036524296,0,0
19395,LOC105376034,2.126228529,1.088296667,-1.11117397,0.003060434,0.039358672,0,0
19396,SLC30A10,5.24734376,2.391587306,0.212536362,0.000182168,0.006849652,0,0
19397,LOC107987166,7.43369239,2.89407899,1.405739505,2.85063e-05,0.002057654,0,0
19398,IGKJ1,2.501040908,1.322528655,-0.515550306,0.003016296,0.039067645,0,0
19399,SH2D5,3.742883249,1.904150047,0.006106043,0.000289268,0.009110094,0,0
19400,TM4SF4,7.054247856,2.818492267,4.226754125,8.56358e-05,0.004325637,0,0
19401,AKR1B1,2.383322525,1.252974198,5.514744024,4.06562e-06,0.000502562,0,0
19402,KIF15,2.398320414,1.262024415,0.107772617,6.62104e-05,0.003688759,0,0
19403,PDZRN4,2.096922611,1.068273618,4.3836847,0.003808639,0.043989138,0,0
19404,COL19A1,2.309303108,1.207457547,4.313882265,0.001869091,0.029039192,0,0
19405,LOC105376107,3.031089957,1.599836669,1.798248066,0.000142313,0.005900775,0,0
19406,LOC105376103,3.331599061,1.736214791,4.290990271,0.000823869,0.017866761,0,0
19407,LOC107987084,2.983536291,1.577023326,3.196765955,0.000564842,0.01412653,0,0
19408,PLA2G2D,2.949363659,1.560403719,2.377868234,0.000167881,0.006485067,1.0,1.0
19409,FCRLA,2.54003148,1.344846377,2.247265084,0.001808549,0.028446795,0,0
19410,FCRL5,2.873910812,1.52301529,5.766064463,0.000253282,0.008355128,0,0
19411,SERPINB7,3.444017333,1.784092404,1.344459309,0.003675252,0.043062278,0,0
19412,C17orf99,2.986851219,1.578625376,-0.031617649,4.37358e-06,0.000524247,0,0
19413,PSCA,3.06584613,1.616285292,3.982259335,0.002280064,0.032916138,0,0
19414,SYCP1,2.650390898,1.406205154,-0.411579898,0.000734124,0.016669923,0,0
19415,LOC105376219,3.316064112,1.7294719,4.283028778,2.72639e-06,0.000377081,0,0
19416,LOC105378835,11.30054399,3.498320318,-1.705030763,0.000537366,0.013766868,0,0
19417,IGHV3-11,3.751220422,1.907360038,2.316321,0.001233229,0.022584069,0,0
19418,LOC107986081,6.538850417,2.70903702,0.038141962,0.000589321,0.01462433,0,0
19419,LOC105374669,49.50251604,5.629429949,2.145680034,2.04319e-05,0.001726933,0,0
19420,LOC107986047,5.535023869,2.468589539,0.573491331,4.27944e-05,0.002784171,0,0
19421,LOC105375931,5.661363961,2.501149675,2.198595089,0.002151386,0.031753811,0,0
19422,LOC105375951,2.708721196,1.437611907,3.582779131,0.000923308,0.019161794,0,0
19423,IGHV3-48,10.24096504,3.356279767,-0.287486069,2.97668e-06,0.000394332,0,0
19424,IGHV3-49,5.262788776,2.395827493,-1.975662969,0.000292209,0.009142949,0,0
19425,IGHV3-53,4.494020014,2.16800655,-2.15071077,0.001292654,0.023223334,0,0
19426,GZMA,2.480152778,1.310428994,3.201461383,1.37872e-05,0.001292333,0,0
19427,GZMB,2.222783797,1.152367629,2.305569002,0.000435936,0.011925244,1.0,0
19428,GZMH,2.652244156,1.407213591,1.711782646,1.24085e-05,0.001200069,1.0,0
19429,GZMK,2.176695269,1.122139449,2.791366551,0.000917376,0.019115211,0,0
19430,RNU5A-1,3.538365001,1.823082877,4.481336564,0.00010702,0.004980338,0,0
19431,SNHG25,2.300448694,1.201915281,-1.517901919,0.003904939,0.044668531,0,0
19432,IGKV1-5,5.21105837,2.381576415,-0.147634588,3.21431e-05,0.002221025,0,0
19433,PRDM9,15.61345539,3.964717948,-0.208221997,0.000336622,0.01006597,0,0
19434,LINC00942,9.967199965,3.317188272,2.771374089,7.51759e-07,0.000141603,0,0
19435,CNR2,2.315163417,1.211114031,2.66718149,0.004104092,0.046067388,0,0
19436,TRH-GTG1-1,33.59319902,5.070097282,0.479934508,2.34699e-05,0.00185409,0,0
19437,LOC105373487,23.44566675,4.551249402,-0.408929217,7.90151e-05,0.004161452,0,0
19438,HLA-DQB2,18.50088989,4.20952276,-1.692859644,6.70255e-05,0.003723679,0,0
19439,LOC105372125,3.634958325,1.861938824,-0.731251161,0.003029631,0.039112303,0,0
19440,RERGL,2.855607925,1.513797911,-0.568599594,0.004023971,0.045625035,0,0
19441,RORB-AS1,4.251459816,2.087958302,-1.10449112,0.001274345,0.023093044,0,0
19442,MEP1A,4.090001918,2.03210152,1.165576258,5.89906e-05,0.00341145,0,0
19443,RNU5B-1,2.407675379,1.26764089,4.218119685,0.000701547,0.016247312,0,0
19444,LINC00839,2.012335056,1.008870535,2.31227951,0.002407458,0.033841297,0,0
19445,NOS1,2.616845155,1.387828559,2.798894232,0.002879202,0.037862271,0,0
19446,LOC105372077,55.7359952,5.800537439,2.729198522,0.000139126,0.005821507,0,0
19447,HLA-DPA1,55.36519799,5.790907492,4.184191116,3.5536e-08,1.19124e-05,0,0
19448,C7orf33,6.661276819,2.735798737,-0.782720424,0.000259546,0.008484783,0,0
19449,CXCL13,2.325476922,1.217526623,5.030234769,0.000778203,0.017313038,0,0
19450,FOXI1,6.369287014,2.671131884,-0.77463133,0.00138492,0.024239776,0,0
19451,FOXH1,5.670555445,2.503490058,-0.710387444,0.000189271,0.006977211,0,0
19452,CCDC144NL,3.873777517,1.953741098,-0.625291304,0.003855946,0.044334502,0,0
19453,FOXE1,5.064847253,2.34051876,3.840398344,0.000425692,0.011839197,0,0
19454,MOGAT3,8.881931072,3.150873375,-1.33909341,0.002336063,0.033431727,0,0
19455,LOC100129725,6.428336249,2.684445394,-2.214272327,0.000172196,0.006587428,0,0
19456,DPEP3,4.102821942,2.036616544,-0.439118364,0.000365759,0.010701171,0,0
19457,BMP6,2.125125734,1.087548202,5.069491634,0.001468895,0.024937169,0,0
19458,CDHR1,3.570399413,1.836085474,1.785565052,0.000248886,0.008346772,1.0,0
19459,LAMA1,2.796008486,1.483368739,4.39924884,9.68943e-05,0.004672939,1.0,1.0
19460,LAMB4,2.16180438,1.112235981,1.223549931,0.002793374,0.037203606,1.0,1.0
19461,LOC105372191,2.986442913,1.578428144,-0.202322356,0.001128418,0.021509176,0,0
19462,TARP,2.035383551,1.025300684,2.515771272,0.000307466,0.009457344,0,0
19463,LOC105373652,2.098938538,1.069659921,0.945826559,0.000936881,0.019267215,0,0
19464,NEUROD1,9.554884623,3.256238452,-0.866407386,0.003034882,0.039129003,0,0
19465,LOC100128317,6.520799582,2.705048879,1.936847767,2.9023e-05,0.002064812,0,0
19466,LOC107986121,2.152749855,1.106180691,2.285923878,0.001868053,0.029039192,0,0
19467,LOC105373645,20.97285235,4.390451179,0.821688252,4.53747e-05,0.002894903,0,0
19468,LOC105373644,4.025822194,2.009283455,-2.315252369,0.002823637,0.037505637,0,0
19469,IGKV3D-15,2.90481803,1.53844779,2.302206702,0.000805015,0.017573487,0,0
19470,LOC107986108,6.068523254,2.601345486,3.555222838,2.77484e-06,0.000381116,0,0
19471,TRAV38-2DV8,2.197984105,1.136180953,-1.417117389,0.002888694,0.037911474,0,0
19472,KCNJ10,2.09342709,1.065866672,1.487139165,0.000858066,0.018307877,0,0
19473,PIMREG,2.21148786,1.145017323,-0.255201189,0.001038287,0.020366442,0,0
19474,NTS,11.87065931,3.56932816,7.218679697,0.0006284,0.015193756,0,0
19475,KLRC1,2.249374803,1.169524071,1.88164911,0.000160328,0.006341947,0,0
19476,OTX1,2.072450545,1.051337675,1.820863958,0.003219175,0.040296739,0,0
19477,CXCL9,4.38179759,2.131522843,2.767774253,2.40032e-06,0.000349069,0,1.0
19478,CXCL3,2.088427838,1.062417294,2.857686148,0.002829162,0.037553806,0,0
19479,CXCL5,6.56112937,2.713944168,4.490674964,2.30368e-05,0.00185409,0,0
19480,LOC105375519,2.328733195,1.219545358,-0.090895183,0.000248566,0.008346772,0,0
19481,LINC01857,2.234508015,1.15995722,1.827277165,0.000319595,0.009724531,0,0
19482,EXD1,2.261774411,1.177455042,-0.925144124,0.000249568,0.008346772,0,0
19483,SMIM24,5.301656356,2.40644316,-0.439530725,2.65265e-05,0.001935944,0,0
19484,MYO1A,2.549857078,1.350416385,0.846834305,0.00095656,0.019476282,0,0
19485,ADGRB1,2.683424519,1.424075308,3.964312283,0.001207136,0.0222712,1.0,1.0
19486,SOWAHCP5,5.382718432,2.42833496,-0.959366988,0.002659812,0.036080764,0,0
19487,MUC12,2.514238854,1.330121713,1.305134091,0.002562086,0.035263001,0,0
19488,ALLC,3.412968058,1.771026912,0.270190829,0.000253127,0.008355128,0,0
19489,LOC105374163,2.044655818,1.031858011,1.910694493,0.003108632,0.039513189,0,0
19490,ADGRG7,12.14774899,3.602617099,2.311396469,2.19439e-07,5.1736e-05,0,0
19491,MORC1,5.405895658,2.434533666,0.711388346,0.000241651,0.00829752,0,0
19492,LOC105374188,5.492573511,2.457482273,0.364007851,0.000678836,0.015945384,0,0
19493,MUC17,39.50878941,5.304101736,2.059590102,4.94652e-05,0.003000989,0,0
19494,CRTAM,2.246373694,1.167597946,2.262497069,2.63147e-05,0.001933952,0,0
19495,ALPI,10.55714608,3.400147977,-1.676024757,0.002405392,0.033841297,0,0
19496,LOC105374141,9.480454501,3.244956225,-0.896281785,0.004616352,0.049113617,0,0
19497,LOC105374138,2.617139688,1.38799093,0.583422342,0.00049918,0.013059224,0,0
19498,LINC01735,2.852832567,1.512395078,-0.757483898,0.000245608,0.008346772,0,0
19499,GABRB3,2.412461335,1.27050582,4.005349437,0.002417664,0.033936516,0,0
19500,LOC107985080,5.245579697,2.391102216,0.992171968,6.01069e-06,0.00069111,0,0
19501,LOC105376938,6.011319433,2.587681685,-0.145615255,0.002500574,0.034779438,0,0
19502,LOC105376939,4.644696617,2.215584366,0.061466638,0.001123335,0.021466007,0,0
19503,LOC105376940,2.772179248,1.471020544,-0.050915084,0.002687585,0.036308093,0,0
19504,LOC105376941,3.108485294,1.636211754,-0.598549677,0.002097577,0.031297773,0,0
